movieId,avg_rating,rating_count,title
72998,3.6030927835051547,97,Avatar (2009)
5816,3.5980392156862746,102,Harry Potter and the Chamber of Secrets (2002)
1393,3.5941176470588236,85,Jerry Maguire (1996)
4308,3.590909090909091,55,Moulin Rouge (2001)
3527,3.581967213114754,61,Predator (1987)
3175,3.58,75,Galaxy Quest (1999)
1639,3.576923076923077,52,Chasing Amy (1997)
8360,3.5760869565217392,92,Shrek 2 (2004)
2987,3.5721649484536084,97,Who Framed Roger Rabbit? (1988)
2005,3.5701754385964914,57,"Goonies, The (1985)"
163,3.5606060606060606,66,Desperado (1995)
165,3.5555555555555554,144,Die Hard: With a Vengeance (1995)
551,3.553763440860215,93,"Nightmare Before Christmas, The (1993)"
3751,3.551282051282051,78,Chicken Run (2000)
35836,3.5472972972972974,74,"40-Year-Old Virgin, The (2005)"
440,3.5460526315789473,76,Dave (1993)
2395,3.544642857142857,56,Rushmore (1998)
509,3.540983606557377,61,"Piano, The (1993)"
5349,3.540983606557377,122,Spider-Man (2002)
225,3.5384615384615383,52,Disclosure (1994)
648,3.537037037037037,162,Mission: Impossible (1996)
1517,3.535,100,Austin Powers: International Man of Mystery (1997)
454,3.5346534653465347,101,"Firm, The (1993)"
377,3.5292397660818713,171,Speed (1994)
3408,3.5285714285714285,70,Erin Brockovich (2000)
2572,3.5277777777777777,54,10 Things I Hate About You (1999)
357,3.5194174757281553,103,Four Weddings and a Funeral (1994)
300,3.5185185185185186,81,Quiz Show (1994)
5956,3.518181818181818,55,Gangs of New York (2002)
1302,3.517857142857143,56,Field of Dreams (1989)
2355,3.516304347826087,92,"Bug's Life, A (1998)"
8464,3.51,50,Super Size Me (2004)
4816,3.509259259259259,54,Zoolander (2001)
70,3.5090909090909093,55,From Dusk Till Dawn (1996)
34162,3.5086206896551726,58,Wedding Crashers (2005)
45722,3.5069444444444446,72,Pirates of the Caribbean: Dead Man's Chest (2006)
2011,3.5057471264367814,87,Back to the Future Part II (1989)
368,3.5,74,Maverick (1994)
380,3.497191011235955,178,True Lies (1994)
10,3.496212121212121,132,GoldenEye (1995)
21,3.49438202247191,89,Get Shorty (1995)
141,3.494186046511628,86,"Birdcage, The (1996)"
2353,3.4925373134328357,67,Enemy of the State (1998)
8644,3.4918032786885247,61,"I, Robot (2004)"
1580,3.487878787878788,165,Men in Black (a.k.a. MIB) (1997)
597,3.4851851851851854,135,Pretty Woman (1990)
56174,3.4838709677419355,62,I Am Legend (2007)
2321,3.4836065573770494,61,Pleasantville (1998)
3033,3.483050847457627,59,Spaceballs (1987)
3994,3.4794520547945207,73,Unbreakable (2000)
1127,3.475806451612903,62,"Abyss, The (1989)"
3081,3.475806451612903,62,Sleepy Hollow (1999)
3253,3.4754098360655736,61,Wayne's World (1992)
2174,3.4725274725274726,91,Beetlejuice (1988)
539,3.4716981132075473,106,Sleepless in Seattle (1993)
339,3.4693877551020407,98,While You Were Sleeping (1995)
2712,3.4622641509433962,53,Eyes Wide Shut (1999)
253,3.458715596330275,109,Interview with the Vampire: The Vampire Chronicles (1994)
2671,3.455357142857143,56,Notting Hill (1999)
2406,3.4537037037037037,54,Romancing the Stone (1984)
596,3.45,60,Pinocchio (1940)
3753,3.448529411764706,68,"Patriot, The (2000)"
780,3.4455445544554455,202,Independence Day (a.k.a. ID4) (1996)
59784,3.4444444444444446,54,Kung Fu Panda (2008)
41566,3.443548387096774,62,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)"
104,3.4393939393939394,99,Happy Gilmore (1996)
53125,3.4375,56,Pirates of the Caribbean: At World's End (2007)
91500,3.435185185185185,54,The Hunger Games (2012)
587,3.4347826086956523,115,Ghost (1990)
2,3.4318181818181817,110,Jumanji (1995)
33493,3.4294871794871793,78,Star Wars: Episode III - Revenge of the Sith (2005)
592,3.4285714285714284,189,Batman (1989)
292,3.4257425742574257,101,Outbreak (1995)
2081,3.425373134328358,67,"Little Mermaid, The (1989)"
1777,3.419642857142857,56,"Wedding Singer, The (1998)"
3948,3.4175824175824174,91,Meet the Parents (2000)
1721,3.414285714285714,140,Titanic (1997)
1645,3.411764705882353,51,The Devil's Advocate (1997)
1370,3.4044117647058822,68,Die Hard 2 (1990)
6863,3.4015151515151514,66,School of Rock (2003)
2080,3.4,55,Lady and the Tramp (1955)
266,3.3970588235294117,68,Legends of the Fall (1994)
329,3.3935185185185186,108,Star Trek: Generations (1994)
500,3.388888888888889,144,Mrs. Doubtfire (1993)
708,3.3879310344827585,58,"Truth About Cats & Dogs, The (1996)"
350,3.3859649122807016,57,"Client, The (1994)"
2706,3.378640776699029,103,American Pie (1999)
316,3.375,140,Stargate (1994)
2985,3.3714285714285714,70,RoboCop (1987)
1573,3.3701298701298703,77,Face/Off (1997)
2012,3.3693181818181817,88,Back to the Future Part III (1990)
2167,3.3620689655172415,58,Blade (1998)
3489,3.358490566037736,53,Hook (1991)
45499,3.355769230769231,52,X-Men: The Last Stand (2006)
6365,3.3541666666666665,96,"Matrix Reloaded, The (2003)"
48385,3.3461538461538463,65,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
1608,3.3448275862068964,58,Air Force One (1997)
2657,3.3412698412698414,63,"Rocky Horror Picture Show, The (1975)"
2105,3.34,50,Tron (1982)
4370,3.3392857142857144,56,A.I. Artificial Intelligence (2001)
1676,3.33125,80,Starship Troopers (1997)
736,3.321138211382114,123,Twister (1996)
6373,3.316901408450704,71,Bruce Almighty (2003)
1101,3.3012048192771086,83,Top Gun (1986)
39,3.293269230769231,104,Clueless (1995)
33679,3.2796610169491527,59,Mr. & Mrs. Smith (2005)
5299,3.2666666666666666,60,My Big Fat Greek Wedding (2002)
2302,3.26271186440678,59,My Cousin Vinny (1992)
552,3.262295081967213,61,"Three Musketeers, The (1993)"
3,3.2596153846153846,52,Grumpier Old Men (1995)
145,3.2450980392156863,51,Bad Boys (1995)
288,3.233695652173913,92,Natural Born Killers (1994)
3717,3.221311475409836,61,Gone in 60 Seconds (2000)
317,3.2037037037037037,81,"Santa Clause, The (1994)"
1407,3.2,70,Scream (1996)
2683,3.1983471074380163,121,Austin Powers: The Spy Who Shagged Me (1999)
7,3.185185185185185,54,Sabrina (1995)
367,3.1847133757961785,157,"Mask, The (1994)"
2470,3.175438596491228,57,Crocodile Dundee (1986)
5502,3.1666666666666665,63,Signs (2002)
5378,3.157608695652174,92,Star Wars: Episode II - Attack of the Clones (2002)
4447,3.15625,64,Legally Blonde (2001)
6934,3.151898734177215,79,"Matrix Revolutions, The (2003)"
34048,3.15,50,War of the Worlds (2005)
48,3.1470588235294117,68,Pocahontas (1995)
1380,3.139705882352941,68,Grease (1978)
4018,3.138888888888889,54,What Women Want (2000)
520,3.130434782608696,69,Robin Hood: Men in Tights (1993)
2617,3.1206896551724137,87,"Mummy, The (1999)"
2424,3.12,50,You've Got Mail (1998)
2100,3.1176470588235294,51,Splash (1984)
786,3.109375,64,Eraser (1996)
2628,3.107142857142857,140,Star Wars: Episode I - The Phantom Menace (1999)
410,3.1011904761904763,84,Addams Family Values (1993)
2006,3.1,60,"Mask of Zorro, The (1998)"
1391,3.0930232558139537,86,Mars Attacks! (1996)
442,3.0925925925925926,81,Demolition Man (1993)
653,3.0923076923076924,65,Dragonheart (1996)
168,3.0833333333333335,54,First Knight (1995)
370,3.060344827586207,58,Naked Gun 33 1/3: The Final Insult (1994)
231,3.0601503759398496,133,Dumb & Dumber (Dumb and Dumber) (1994)
4025,3.0546875,64,Miss Congeniality (2000)
1917,3.0543478260869565,92,Armageddon (1998)
8361,3.05,50,"Day After Tomorrow, The (2004)"
344,3.040372670807453,161,Ace Ventura: Pet Detective (1994)
185,3.0401785714285716,112,"Net, The (1995)"
434,3.0346534653465347,101,Cliffhanger (1993)
1552,3.0338983050847457,59,Con Air (1997)
1485,3.0337837837837838,74,Liar Liar (1997)
1377,3.025,60,Batman Returns (1992)
95,3.0238095238095237,84,Broken Arrow (1996)
30793,3.0,61,Charlie and the Chocolate Factory (2005)
586,2.9956896551724137,116,Home Alone (1990)
5459,2.959016393442623,61,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
485,2.9339622641509435,53,Last Action Hero (1993)
3785,2.92,50,Scary Movie (2000)
153,2.9160583941605838,137,Batman Forever (1995)
208,2.9130434782608696,115,Waterworld (1995)
160,2.8771929824561404,57,Congo (1995)
466,2.8666666666666667,60,Hot Shots! Part Deux (1993)
5481,2.8461538461538463,65,Austin Powers in Goldmember (2002)
2699,2.811320754716981,53,Arachnophobia (1990)
158,2.806451612903226,62,Casper (1995)
784,2.8055555555555554,54,"Cable Guy, The (1996)"
2710,2.796875,64,"Blair Witch Project, The (1999)"
2054,2.7573529411764706,68,"Honey, I Shrunk the Kids (1989)"
1544,2.753731343283582,67,"Lost World: Jurassic Park, The (1997)"
788,2.731707317073171,82,"Nutty Professor, The (1996)"
19,2.727272727272727,88,Ace Ventura: When Nature Calls (1995)
3977,2.7222222222222223,72,Charlie's Angels (2000)
420,2.7203389830508473,59,Beverly Hills Cop III (1994)
3623,2.7142857142857144,77,Mission: Impossible II (2000)
673,2.707547169811321,53,Space Jam (1996)
172,2.6792452830188678,53,Johnny Mnemonic (1995)
173,2.6693548387096775,62,Judge Dredd (1995)
432,2.6454545454545455,55,City Slickers II: The Legend of Curly's Gold (1994)
435,2.4206349206349205,63,Coneheads (1993)
2701,2.207547169811321,53,Wild Wild West (1999)
